team1,team2,match_date,toss_winner,toss_decision,winner,player_of_match,venue,city,team1_players,team2_players,season,match_number,match_type,result,result_margin,target_runs,target_overs,super_over
Royal Challengers Bangalore,Pune Warriors,2013-04-23,Pune Warriors,field,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,Bangalore,"CH Gayle, TM Dilshan, V Kohli, AB de Villiers, SS Tiwary, R Rampaul, KB Arun Karthik, R Vinay Kumar, M Kartik, RP Singh, JD Unadkat","RV Uthappa, AJ Finch, Yuvraj Singh, LJ Wright, SPD Smith, MR Marsh, M Manhas, B Kumar, AG Murtaza, IC Pandey, AB Dinda",6,32,League,wickets,5.0,121.0,20.0,N
Kolkata Knight Riders,Mumbai Indians,2013-04-24,Kolkata Knight Riders,bat,Mumbai Indians,DR Smith,Eden Gardens,Kolkata,"YK Pathan, G Gambhir, JH Kallis, MK Tiwary, EJG Morgan, DB Das, R Bhatia, Iqbal Abdulla, SMSM Senanayake, SP Narine, L Balaji","DR Smith, SR Tendulkar, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, YS Chahal, PP Ojha, SL Malinga",6,33,League,wickets,5.0,160.0,20.0,N
Chennai Super Kings,Sunrisers Hyderabad,2013-04-25,Sunrisers Hyderabad,bat,Chennai Super Kings,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Chennai,"MEK Hussey, M Vijay, SK Raina, MS Dhoni, DJ Bravo, RA Jadeja, CH Morris, S Badrinath, R Ashwin, JO Holder, MM Sharma","Q de Kock, S Dhawan, GH Vihari, CL White, A Mishra, X Thalaivan Sargunam, DJG Sammy, A Ashish Reddy, KV Sharma, DW Steyn, I Sharma",6,34,League,wickets,5.0,160.0,20.0,N
Kolkata Knight Riders,Kings XI Punjab,2013-04-26,Kings XI Punjab,bat,Kolkata Knight Riders,JH Kallis,Eden Gardens,Kolkata,"MS Bisla, G Gambhir, YK Pathan, JH Kallis, EJG Morgan, SMSM Senanayake, DB Das, R Bhatia, SP Narine, S Ladda, L Balaji","AC Gilchrist, Mandeep Singh, M Vohra, DJ Hussey, DA Miller, Gurkeerat Singh, Azhar Mahmood, PP Chawla, P Kumar, Harmeet Singh, BA Bhatt",6,35,League,wickets,6.0,150.0,20.0,N
Rajasthan Royals,Sunrisers Hyderabad,2013-04-27,Sunrisers Hyderabad,bat,Rajasthan Royals,JP Faulkner,Sawai Mansingh Stadium,Jaipur,"R Dravid, AM Rahane, SR Watson, STR Binny, BJ Hodge, DH Yagnik, Sachin Baby, JP Faulkner, KK Cooper, A Chandila, SK Trivedi","PA Reddy, S Dhawan, KC Sangakkara, GH Vihari, KV Sharma, NLTC Perera, DJG Sammy, A Mishra, A Ashish Reddy, DW Steyn, I Sharma",6,36,League,wickets,8.0,145.0,20.0,N
Mumbai Indians,Royal Challengers Bangalore,2013-04-27,Mumbai Indians,bat,Mumbai Indians,DR Smith,Wankhede Stadium,Mumbai,"DR Smith, SR Tendulkar, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, DS Kulkarni, PP Ojha","CH Gayle, TM Dilshan, V Kohli, AB de Villiers, SS Tiwary, KB Arun Karthik, J Syed Mohammad, R Rampaul, R Vinay Kumar, RP Singh, JD Unadkat",6,37,League,runs,58.0,195.0,20.0,N
Chennai Super Kings,Kolkata Knight Riders,2013-04-28,Kolkata Knight Riders,field,Chennai Super Kings,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Chennai,"WP Saha, MEK Hussey, SK Raina, MS Dhoni, RA Jadeja, S Badrinath, DJ Bravo, CH Morris, R Ashwin, DP Nannes, MM Sharma","MS Bisla, G Gambhir, BB McCullum, JH Kallis, EJG Morgan, YK Pathan, DB Das, R Bhatia, SP Narine, Mohammed Shami, L Balaji",6,38,League,runs,14.0,201.0,20.0,N
Delhi Daredevils,Pune Warriors,2013-04-28,Pune Warriors,field,Delhi Daredevils,DA Warner,Shaheed Veer Narayan Singh International Stadium,Raipur,"DPMD Jayawardene, V Sehwag, UBT Chand, DA Warner, BJ Rohrer, KM Jadhav, IK Pathan, S Nadeem, M Morkel, A Nehra, UT Yadav","RV Uthappa, AJ Finch, Yuvraj Singh, LJ Wright, SPD Smith, M Manhas, AM Nayar, B Kumar, AB Dinda, R Sharma, KW Richardson",6,39,League,runs,15.0,165.0,20.0,N
Mumbai Indians,Kings XI Punjab,2013-04-29,Mumbai Indians,bat,Mumbai Indians,RG Sharma,Wankhede Stadium,Mumbai,"DR Smith, SR Tendulkar, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, DS Kulkarni, PP Ojha","Mandeep Singh, SE Marsh, M Vohra, DJ Hussey, DA Miller, Gurkeerat Singh, Azhar Mahmood, MS Gony, PP Chawla, P Kumar, P Awana",6,40,League,wickets,4.0,172.0,20.0,N
Rajasthan Royals,Royal Challengers Bangalore,2013-04-29,Rajasthan Royals,field,Rajasthan Royals,SV Samson,Sawai Mansingh Stadium,Jaipur,"R Dravid, AM Rahane, SV Samson, SR Watson, BJ Hodge, STR Binny, OA Shah, JP Faulkner, A Chandila, SK Trivedi, S Sreesanth","A Mukund, CH Gayle, V Kohli, AB de Villiers, MC Henriques, SS Tiwary, R Rampaul, R Vinay Kumar, M Kartik, RP Singh, JD Unadkat",6,41,League,runs,4.0,175.0,20.0,N
Pune Warriors,Chennai Super Kings,2013-04-30,Chennai Super Kings,bat,Chennai Super Kings,MS Dhoni,Subrata Roy Sahara Stadium,Pune,"RV Uthappa, AJ Finch, TL Suman, Yuvraj Singh, SPD Smith, LJ Wright, AM Nayar, KW Richardson, B Kumar, R Sharma, AB Dinda","MEK Hussey, WP Saha, SK Raina, S Badrinath, MS Dhoni, RA Jadeja, DJ Bravo, JA Morkel, CH Morris, R Ashwin, MM Sharma",6,42,League,runs,37.0,165.0,20.0,N
Delhi Daredevils,Kolkata Knight Riders,2013-05-01,Kolkata Knight Riders,bat,Delhi Daredevils,DA Warner,Shaheed Veer Narayan Singh International Stadium,Raipur,"DPMD Jayawardene, V Sehwag, UBT Chand, DA Warner, BJ Rohrer, KM Jadhav, IK Pathan, S Nadeem, M Morkel, UT Yadav, A Nehra","MS Bisla, G Gambhir, YK Pathan, JH Kallis, EJG Morgan, DB Das, R Bhatia, S Narwal, B Lee, SP Narine, L Balaji",6,43,League,wickets,7.0,130.0,20.0,N
Sunrisers Hyderabad,Mumbai Indians,2013-05-01,Mumbai Indians,bat,Sunrisers Hyderabad,I Sharma,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"PA Reddy, S Dhawan, KC Sangakkara, GH Vihari, DJG Sammy, NLTC Perera, A Ashish Reddy, KV Sharma, A Mishra, DW Steyn, I Sharma","DR Smith, SR Tendulkar, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, DS Kulkarni, PP Ojha",6,44,League,wickets,7.0,137.0,20.0,N
Pune Warriors,Royal Challengers Bangalore,2013-05-02,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,AB de Villiers,Subrata Roy Sahara Stadium,Pune,"RV Uthappa, AJ Finch, TL Suman, Yuvraj Singh, SPD Smith, AD Mathews, AM Nayar, B Kumar, BAW Mendis, AB Dinda, R Sharma","SS Tiwary, CH Gayle, V Kohli, AB de Villiers, MC Henriques, KL Rahul, KB Arun Karthik, R Vinay Kumar, M Kartik, M Muralitharan, RP Singh",6,45,League,runs,15.0,187.0,20.0,N
Chennai Super Kings,Kings XI Punjab,2013-05-02,Chennai Super Kings,bat,Chennai Super Kings,SK Raina,"MA Chidambaram Stadium, Chepauk",Chennai,"WP Saha, MEK Hussey, SK Raina, MS Dhoni, JA Morkel, RA Jadeja, S Badrinath, DJ Bravo, CH Morris, R Ashwin, MM Sharma","LA Pomersbach, Mandeep Singh, SE Marsh, DJ Hussey, DA Miller, Gurkeerat Singh, R Sathish, MS Gony, PP Chawla, P Kumar, P Awana",6,46,League,runs,17.0,188.0,20.0,N
Kolkata Knight Riders,Rajasthan Royals,2013-05-03,Rajasthan Royals,bat,Kolkata Knight Riders,YK Pathan,Eden Gardens,Kolkata,"G Gambhir, MS Bisla, JH Kallis, YK Pathan, EJG Morgan, DB Das, R Bhatia, S Narwal, SMSM Senanayake, Iqbal Abdulla, SP Narine","SR Watson, AM Rahane, JP Faulkner, SV Samson, DH Yagnik, OA Shah, STR Binny, R Dravid, AA Chavan, GB Hogg, SK Trivedi",6,47,League,wickets,8.0,133.0,20.0,N
Sunrisers Hyderabad,Delhi Daredevils,2013-05-04,Delhi Daredevils,bat,Sunrisers Hyderabad,DJG Sammy,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"PA Patel, S Dhawan, A Ashish Reddy, DJG Sammy, KC Sangakkara, GH Vihari, NLTC Perera, KV Sharma, A Mishra, DW Steyn, I Sharma","DPMD Jayawardene, V Sehwag, UBT Chand, DA Warner, BMAJ Mendis, KM Jadhav, IK Pathan, J Botha, S Nadeem, A Nehra, UT Yadav",6,48,League,wickets,6.0,81.0,20.0,N
Rajasthan Royals,Pune Warriors,2013-05-05,Pune Warriors,bat,Rajasthan Royals,AM Rahane,Sawai Mansingh Stadium,Jaipur,"R Dravid, AM Rahane, SR Watson, BJ Hodge, STR Binny, SV Samson, JP Faulkner, Sachin Baby, KK Cooper, A Chandila, SK Trivedi","RV Uthappa, AJ Finch, Yuvraj Singh, MR Marsh, AD Mathews, M Rawat, UA Birla, B Kumar, WD Parnell, K Upadhyay, R Sharma",6,49,League,runs,60.0,140.0,20.0,N
Mumbai Indians,Chennai Super Kings,2013-05-05,Mumbai Indians,bat,Mumbai Indians,MG Johnson,Wankhede Stadium,Mumbai,"DR Smith, SR Tendulkar, KD Karthik, KA Pollard, RG Sharma, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, PP Ojha, P Suyal","MEK Hussey, M Vijay, SK Raina, S Badrinath, DJ Bravo, R Ashwin, MS Dhoni, RA Jadeja, CH Morris, MM Sharma, B Laughlin",6,50,League,wickets,5.0,179.0,20.0,N
Kings XI Punjab,Royal Challengers Bangalore,2013-05-06,Kings XI Punjab,field,Kings XI Punjab,DA Miller,"Punjab Cricket Association Stadium, Mohali",Chandigarh,"Mandeep Singh, SE Marsh, Gurkeerat Singh, DJ Hussey, DA Miller, R Sathish, MG Neser, PP Chawla, P Kumar, MS Gony, P Awana","CA Pujara, CH Gayle, V Kohli, AB de Villiers, MC Henriques, SS Tiwary, KB Arun Karthik, R Vinay Kumar, R Rampaul, M Kartik, RP Singh",6,51,League,wickets,6.0,191.0,20.0,N
Rajasthan Royals,Delhi Daredevils,2013-05-07,Delhi Daredevils,bat,Rajasthan Royals,AM Rahane,Sawai Mansingh Stadium,Jaipur,"R Dravid, AM Rahane, SR Watson, SV Samson, STR Binny, BJ Hodge, Sachin Baby, JP Faulkner, SK Trivedi, PV Tambe, SW Tait","DPMD Jayawardene, V Sehwag, CM Gautam, DA Warner, BJ Rohrer, KM Jadhav, AB Agarkar, M Morkel, UT Yadav, P Negi, S Kaul",6,52,League,wickets,9.0,155.0,20.0,N
Mumbai Indians,Kolkata Knight Riders,2013-05-07,Mumbai Indians,bat,Mumbai Indians,SR Tendulkar,Wankhede Stadium,Mumbai,"DR Smith, SR Tendulkar, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, PP Ojha, AN Ahmed","MS Bisla, G Gambhir, JH Kallis, YK Pathan, EJG Morgan, DB Das, R McLaren, R Bhatia, Iqbal Abdulla, SP Narine, L Balaji",6,53,League,runs,65.0,171.0,20.0,N
Sunrisers Hyderabad,Chennai Super Kings,2013-05-08,Sunrisers Hyderabad,field,Chennai Super Kings,SK Raina,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"PA Patel, S Dhawan, KC Sangakkara, GH Vihari, DJG Sammy, NLTC Perera, KV Sharma, A Mishra, DW Steyn, I Sharma, A Ashish Reddy","MEK Hussey, M Vijay, SK Raina, MS Dhoni, RA Jadeja, S Badrinath, DJ Bravo, CH Morris, R Ashwin, JO Holder, MM Sharma",6,54,League,runs,77.0,224.0,20.0,N
Pune Warriors,Kolkata Knight Riders,2013-05-09,Kolkata Knight Riders,bat,Kolkata Knight Riders,G Gambhir,Subrata Roy Sahara Stadium,Pune,"RV Uthappa, AJ Finch, Yuvraj Singh, UA Birla, AD Mathews, MR Marsh, M Rawat, WD Parnell, B Kumar, Parvez Rasool, K Upadhyay","MS Bisla, G Gambhir, JH Kallis, EJG Morgan, RN ten Doeschate, YK Pathan, MK Tiwary, R Bhatia, Iqbal Abdulla, SP Narine, L Balaji",6,55,League,wickets,8.0,146.0,20.0,N
Kings XI Punjab,Rajasthan Royals,2013-05-09,Rajasthan Royals,field,Rajasthan Royals,KK Cooper,"Punjab Cricket Association Stadium, Mohali",Chandigarh,"Mandeep Singh, AC Gilchrist, SE Marsh, DJ Hussey, DA Miller, MS Gony, R Sathish, PP Chawla, Bipul Sharma, P Kumar, P Awana","R Dravid, AM Rahane, SR Watson, SV Samson, BJ Hodge, DH Yagnik, KK Cooper, JP Faulkner, A Chandila, S Sreesanth, SK Trivedi",6,56,League,runs,46.0,153.0,20.0,N
Delhi Daredevils,Royal Challengers Bangalore,2013-05-10,Delhi Daredevils,field,Royal Challengers Bangalore,JD Unadkat,Feroz Shah Kotla,Delhi,"DPMD Jayawardene, V Sehwag, UBT Chand, DA Warner, BJ Rohrer, KM Jadhav, IK Pathan, M Morkel, UT Yadav, S Nadeem, S Kaul","CA Pujara, CH Gayle, V Kohli, MC Henriques, AB de Villiers, SS Tiwary, J Syed Mohammad, R Vinay Kumar, R Rampaul, M Kartik, JD Unadkat",6,57,League,runs,4.0,184.0,20.0,N
Pune Warriors,Mumbai Indians,2013-05-11,Pune Warriors,bat,Mumbai Indians,MG Johnson,Subrata Roy Sahara Stadium,Pune,"RV Uthappa, AJ Finch, MK Pandey, Yuvraj Singh, AD Mathews, AM Nayar, KW Richardson, Parvez Rasool, B Kumar, AB Dinda, BAW Mendis","DR Smith, SR Tendulkar, KD Karthik, RG Sharma, AT Rayudu, GJ Maxwell, Harbhajan Singh, MG Johnson, SL Malinga, PP Ojha, AN Ahmed",6,58,League,wickets,5.0,113.0,20.0,N
Kings XI Punjab,Sunrisers Hyderabad,2013-05-11,Kings XI Punjab,field,Sunrisers Hyderabad,PA Patel,"Punjab Cricket Association Stadium, Mohali",Chandigarh,"AC Gilchrist, Mandeep Singh, SE Marsh, LA Pomersbach, DA Miller, R Sathish, PP Chawla, P Kumar, Harmeet Singh, P Awana, Sandeep Sharma","PA Patel, S Dhawan, GH Vihari, CL White, BB Samantray, DJG Sammy, KV Sharma, NLTC Perera, DW Steyn, A Mishra, I Sharma",6,59,League,runs,30.0,151.0,20.0,N
Rajasthan Royals,Chennai Super Kings,2013-05-12,Rajasthan Royals,field,Rajasthan Royals,SR Watson,Sawai Mansingh Stadium,Jaipur,"R Dravid, AM Rahane, JP Faulkner, SV Samson, SR Watson, STR Binny, BJ Hodge, DH Yagnik, SK Trivedi, KK Cooper, VS Malik","MEK Hussey, M Vijay, SK Raina, MS Dhoni, RA Jadeja, DJ Bravo, S Badrinath, CH Morris, R Ashwin, JO Holder, MM Sharma",6,60,League,wickets,5.0,116.0,20.0,N
Kolkata Knight Riders,Royal Challengers Bangalore,2013-05-12,Kolkata Knight Riders,field,Kolkata Knight Riders,JH Kallis,JSCA International Stadium Complex,Ranchi,"MS Bisla, G Gambhir, JH Kallis, YK Pathan, MK Tiwary, RN ten Doeschate, R Bhatia, DB Das, SMSM Senanayake, SP Narine, L Balaji","CA Pujara, CH Gayle, V Kohli, AB de Villiers, MC Henriques, SS Tiwary, R Vinay Kumar, R Rampaul, A Mithun, M Kartik, JD Unadkat",6,61,League,wickets,5.0,142.0,20.0,N
Mumbai Indians,Sunrisers Hyderabad,2013-05-13,Sunrisers Hyderabad,bat,Mumbai Indians,KA Pollard,Wankhede Stadium,Mumbai,"DR Smith, SR Tendulkar, KD Karthik, RG Sharma, AT Rayudu, KA Pollard, Harbhajan Singh, MG Johnson, DS Kulkarni, SL Malinga, PP Ojha","PA Patel, S Dhawan, GH Vihari, CL White, NLTC Perera, DJG Sammy, BB Samantray, KV Sharma, A Mishra, DW Steyn, I Sharma",6,62,League,wickets,7.0,179.0,20.0,N
Chennai Super Kings,Delhi Daredevils,2013-05-14,Chennai Super Kings,bat,Chennai Super Kings,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Chennai,"MEK Hussey, M Vijay, SK Raina, MS Dhoni, RA Jadeja, DJ Bravo, S Badrinath, JA Morkel, R Ashwin, JO Holder, MM Sharma","V Sehwag, UBT Chand, J Botha, DA Warner, KM Jadhav, BJ Rohrer, RE van der Merwe, IK Pathan, UT Yadav, A Nehra, S Kaul",6,63,League,wickets,7.0,175.0,20.0,N
Royal Challengers Bangalore,Kings XI Punjab,2013-05-14,Kings XI Punjab,field,Kings XI Punjab,AC Gilchrist,M Chinnaswamy Stadium,Bangalore,"CA Pujara, CH Gayle, V Kohli, AB de Villiers, MC Henriques, KL Rahul, KB Arun Karthik, R Vinay Kumar, Z Khan, M Muralitharan, JD Unadkat","AC Gilchrist, SE Marsh, Azhar Mahmood, DA Miller, R Sathish, Mandeep Singh, M Vohra, PP Chawla, MS Gony, P Awana, Sandeep Sharma",6,64,League,runs,33.0,169.0,20.0,N
Mumbai Indians,Rajasthan Royals,2013-05-15,Rajasthan Royals,field,Mumbai Indians,AP Tare,Wankhede Stadium,Mumbai,"GJ Maxwell, AP Tare, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, DS Kulkarni, PP Ojha","R Dravid, AM Rahane, JP Faulkner, SV Samson, SR Watson, STR Binny, DH Yagnik, BJ Hodge, KK Cooper, AA Chavan, PV Tambe",6,65,League,runs,7.0,171.0,20.0,N
Kolkata Knight Riders,Pune Warriors,2013-05-15,Kolkata Knight Riders,field,Pune Warriors,MK Pandey,JSCA International Stadium Complex,Ranchi,"G Gambhir, MS Bisla, JH Kallis, YK Pathan, RN ten Doeschate, MK Tiwary, DB Das, R Bhatia, SMSM Senanayake, SP Narine, L Balaji","RV Uthappa, AJ Finch, MK Pandey, Yuvraj Singh, LJ Wright, AD Mathews, RV Gomez, WD Parnell, B Kumar, AG Murtaza, IC Pandey",6,66,League,runs,14.0,167.0,20.0,N
Kings XI Punjab,Delhi Daredevils,2013-05-16,Delhi Daredevils,field,Kings XI Punjab,DA Miller,Himachal Pradesh Cricket Association Stadium,Dharamsala,"AC Gilchrist, SE Marsh, Azhar Mahmood, DA Miller, R Sathish, PP Chawla, Mandeep Singh, M Vohra, P Kumar, P Awana, Sandeep Sharma","DPMD Jayawardene, UBT Chand, IK Pathan, DA Warner, V Sehwag, BJ Rohrer, CM Gautam, M Morkel, S Kaul, UT Yadav, A Nehra",6,67,League,runs,7.0,172.0,20.0,N
Sunrisers Hyderabad,Rajasthan Royals,2013-05-17,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"PA Patel, S Dhawan, GH Vihari, CL White, BB Samantray, DJG Sammy, NLTC Perera, DW Steyn, KV Sharma, A Mishra, I Sharma","R Dravid, AM Rahane, SR Watson, SV Samson, STR Binny, BJ Hodge, Sachin Baby, JP Faulkner, KK Cooper, PV Tambe, SK Trivedi",6,68,League,runs,23.0,137.0,20.0,N
Royal Challengers Bangalore,Chennai Super Kings,2013-05-18,Chennai Super Kings,field,Royal Challengers Bangalore,V Kohli,M Chinnaswamy Stadium,Bangalore,"V Kohli, CH Gayle, AB de Villiers, MC Henriques, RP Singh, KL Rahul, SS Tiwary, R Vinay Kumar, Z Khan, R Rampaul, JD Unadkat","MEK Hussey, M Vijay, SK Raina, DJ Bravo, MS Dhoni, RA Jadeja, S Badrinath, CH Morris, R Ashwin, JO Holder, MM Sharma",6,69,League,runs,50.0,184.0,20.0,N
Kings XI Punjab,Mumbai Indians,2013-05-18,Mumbai Indians,field,Kings XI Punjab,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,Dharamsala,"AC Gilchrist, Mandeep Singh, Azhar Mahmood, SE Marsh, DA Miller, M Vohra, Gurkeerat Singh, PP Chawla, P Kumar, P Awana, Sandeep Sharma","GJ Maxwell, AP Tare, AT Rayudu, RG Sharma, KD Karthik, KA Pollard, R Dhawan, Harbhajan Singh, NM Coulter-Nile, SL Malinga, DS Kulkarni",6,70,League,runs,24.0,107.0,8.0,N
Sunrisers Hyderabad,Kolkata Knight Riders,2013-05-19,Kolkata Knight Riders,bat,Sunrisers Hyderabad,PA Patel,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"PA Patel, S Dhawan, GH Vihari, CL White, NLTC Perera, DJG Sammy, BB Samantray, KV Sharma, A Mishra, DW Steyn, Anand Rajan","MS Bisla, G Gambhir, JH Kallis, EJG Morgan, YK Pathan, RN ten Doeschate, P Dogra, SP Narine, Iqbal Abdulla, PJ Sangwan, Mohammed Shami",6,71,League,runs,38.0,173.0,20.0,N
Pune Warriors,Delhi Daredevils,2013-05-19,Pune Warriors,bat,Pune Warriors,LJ Wright,Subrata Roy Sahara Stadium,Pune,"RV Uthappa, AJ Finch, MK Pandey, Yuvraj Singh, AD Mathews, LJ Wright, RV Gomez, WD Parnell, B Kumar, AG Murtaza, AB Dinda","DPMD Jayawardene, DA Warner, B Chipli, V Sehwag, BJ Rohrer, IK Pathan, CM Gautam, M Morkel, UT Yadav, S Nadeem, S Kaul",6,72,League,wickets,5.0,131.0,20.0,N
Chennai Super Kings,Mumbai Indians,2013-05-21,Chennai Super Kings,bat,Chennai Super Kings,MEK Hussey,Feroz Shah Kotla,Delhi,"MEK Hussey, M Vijay, SK Raina, MS Dhoni, RA Jadeja, S Badrinath, DJ Bravo, JA Morkel, CH Morris, R Ashwin, MM Sharma","DR Smith, AP Tare, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, PP Ojha, MM Patel",6,73,Qualifier 1,runs,48.0,193.0,20.0,N
Rajasthan Royals,Sunrisers Hyderabad,2013-05-22,Sunrisers Hyderabad,bat,Rajasthan Royals,BJ Hodge,Feroz Shah Kotla,Delhi,"R Dravid, AM Rahane, SR Watson, DH Yagnik, STR Binny, SV Samson, BJ Hodge, JP Faulkner, KK Cooper, VS Malik, SK Trivedi","PA Patel, S Dhawan, GH Vihari, CL White, DJG Sammy, NLTC Perera, BB Samantray, KV Sharma, DW Steyn, A Mishra, I Sharma",6,74,Eliminator,wickets,4.0,133.0,20.0,N
Mumbai Indians,Rajasthan Royals,2013-05-24,Rajasthan Royals,bat,Mumbai Indians,Harbhajan Singh,Eden Gardens,Kolkata,"DR Smith, AP Tare, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, R Dhawan, MG Johnson, SL Malinga, PP Ojha","R Dravid, AM Rahane, SR Watson, SV Samson, STR Binny, BJ Hodge, KK Cooper, DH Yagnik, JP Faulkner, VS Malik, SK Trivedi",6,75,Qualifier 2,wickets,4.0,166.0,20.0,N
Chennai Super Kings,Mumbai Indians,2013-05-26,Mumbai Indians,bat,Mumbai Indians,KA Pollard,Eden Gardens,Kolkata,"MEK Hussey, M Vijay, SK Raina, S Badrinath, DJ Bravo, RA Jadeja, MS Dhoni, JA Morkel, CH Morris, R Ashwin, MM Sharma","DR Smith, AP Tare, KD Karthik, RG Sharma, AT Rayudu, KA Pollard, Harbhajan Singh, R Dhawan, MG Johnson, SL Malinga, PP Ojha",6,76,Final,runs,23.0,149.0,20.0,N
Mumbai Indians,Kolkata Knight Riders,2014-04-16,Kolkata Knight Riders,bat,Kolkata Knight Riders,JH Kallis,Sheikh Zayed Stadium,Abu Dhabi,"MEK Hussey, AP Tare, AT Rayudu, RG Sharma, KA Pollard, CJ Anderson, Harbhajan Singh, CM Gautam, SL Malinga, Z Khan, PP Ojha","G Gambhir, JH Kallis, MK Pandey, RV Uthappa, YK Pathan, Shakib Al Hasan, SA Yadav, PP Chawla, R Vinay Kumar, SP Narine, M Morkel",7,1,League,runs,41.0,164.0,20.0,N
Delhi Daredevils,Royal Challengers Bangalore,2014-04-17,Royal Challengers Bangalore,field,Royal Challengers Bangalore,YS Chahal,Sharjah Cricket Stadium,,"MA Agarwal, M Vijay, KD Karthik, MK Tiwary, JP Duminy, LRPL Taylor, JDS Neesham, WD Parnell, S Nadeem, R Sharma, Mohammed Shami","PA Patel, NJ Maddinson, V Kohli, Yuvraj Singh, AB de Villiers, JA Morkel, S Rana, AB Dinda, MA Starc, YS Chahal, VR Aaron",7,2,League,wickets,8.0,146.0,20.0,N
Sunrisers Hyderabad,Rajasthan Royals,2014-04-18,Rajasthan Royals,field,Rajasthan Royals,AM Rahane,Sheikh Zayed Stadium,Abu Dhabi,"AJ Finch, S Dhawan, DA Warner, KL Rahul, DJG Sammy, Y Venugopal Rao, KV Sharma, DW Steyn, A Mishra, B Kumar, I Sharma","AM Nayar, AM Rahane, SV Samson, SR Watson, STR Binny, BJ Hodge, R Bhatia, JP Faulkner, KW Richardson, DS Kulkarni, PV Tambe",7,3,League,wickets,6.0,206.0,20.0,N
Chennai Super Kings,Kings XI Punjab,2014-04-18,Chennai Super Kings,bat,Kings XI Punjab,GJ Maxwell,Sheikh Zayed Stadium,Abu Dhabi,"DR Smith, BB McCullum, SK Raina, MS Dhoni, DJ Bravo, F du Plessis, RA Jadeja, R Ashwin, P Negi, A Nehra, MM Sharma","CA Pujara, V Sehwag, GJ Maxwell, AR Patel, DA Miller, GJ Bailey, WP Saha, MG Johnson, R Dhawan, P Awana, L Balaji",7,4,League,wickets,4.0,134.0,20.0,N
Kolkata Knight Riders,Delhi Daredevils,2014-04-19,Kolkata Knight Riders,bat,Delhi Daredevils,JP Duminy,Dubai International Cricket Stadium,,"JH Kallis, G Gambhir, MK Pandey, RV Uthappa, Shakib Al Hasan, YK Pathan, SA Yadav, PP Chawla, R Vinay Kumar, SP Narine, M Morkel","M Vijay, MA Agarwal, KD Karthik, LRPL Taylor, JP Duminy, MK Tiwary, JDS Neesham, NM Coulter-Nile, S Nadeem, Mohammed Shami, JD Unadkat",7,5,League,wickets,7.0,116.0,20.0,N
Royal Challengers Bangalore,Mumbai Indians,2014-04-19,Royal Challengers Bangalore,field,Royal Challengers Bangalore,PA Patel,Dubai International Cricket Stadium,,"NJ Maddinson, PA Patel, V Kohli, Yuvraj Singh, AB de Villiers, JA Morkel, S Rana, AB Dinda, MA Starc, YS Chahal, VR Aaron","MEK Hussey, AP Tare, AT Rayudu, RG Sharma, KA Pollard, CJ Anderson, Harbhajan Singh, Z Khan, SL Malinga, PP Ojha, JJ Bumrah",7,6,League,wickets,4.0,167.0,20.0,N
Rajasthan Royals,Kings XI Punjab,2014-04-20,Kings XI Punjab,field,Kings XI Punjab,GJ Maxwell,Sharjah Cricket Stadium,,"AM Nayar, AM Rahane, SV Samson, SR Watson, STR Binny, SPD Smith, JP Faulkner, R Bhatia, KW Richardson, DS Kulkarni, PV Tambe","CA Pujara, V Sehwag, WP Saha, GJ Maxwell, DA Miller, GJ Bailey, MG Johnson, M Kartik, AR Patel, P Awana, L Balaji",7,7,League,wickets,7.0,192.0,20.0,N
